3107,300,3384,300,3384,417,3107,417
2696,307,2954,307,2954,423,2696,423
2389,319,2573,319,2573,429,2389,429
3531,319,3728,319,3728,411,3531,411
1554,358,1932,326,1941,431,1562,462
2149,325,2321,325,2321,436,2149,436
399,337,687,337,687,454,399,454
841,337,958,337,958,448,841,448
1148,350,1357,350,1357,448,1148,448
1924,664,2227,683,2221,786,1917,767
1676,675,1799,675,1799,773,1676,773
1081,681,1553,681,1553,786,1081,786
436,694,651,694,651,804,436,804
767,706,933,706,933,786,767,786
